Id Source Target
195 5 131
196 5 9
197 5 138
198 5 140
199 5 141
200 5 149
201 5 26
202 5 157
203 5 30
204 5 32
205 5 35
206 5 164
207 5 39
208 5 40
209 5 45
210 5 47
211 5 158
212 5 55
213 5 58
214 5 63
215 5 160
216 5 66
217 5 198
218 5 75
219 5 80
220 5 82
221 5 89
222 5 98
223 5 102
224 5 168
225 5 115
226 5 116
227 5 119
228 5 120
229 5 121
230 5 127
231 6 2
232 6 3
233 6 5
234 6 136
235 6 130
236 6 14
237 6 143
238 6 22
239 6 23
240 6 24
241 6 25
242 6 28
243 6 133
244 6 37
245 6 166
246 6 167
247 6 168
248 6 42
249 6 142
250 6 176
251 6 50
252 6 51
253 6 181
254 6 193
255 6 195
256 6 71
257 6 72
258 6 74
259 6 82
260 6 85
261 6 90
262 6 91
263 6 96
264 6 100
265 6 101
266 6 102
267 6 116
268 6 122
269 6 170
270 7 129
271 7 130
272 7 179
273 7 5
274 7 14
275 7 146
276 7 147
277 7 148
278 7 149
279 7 151
280 7 24
281 7 26
282 7 156
283 7 158
284 7 39
285 7 43
286 7 49
287 7 178
288 7 51
289 7 54
290 7 183
291 7 57
292 7 186
293 7 62
294 7 63
295 7 66
296 7 197
297 7 74
298 7 75
299 7 77
300 7 78
301 7 80
302 7 87
303 7 96
304 7 97
305 7 98
306 7 100
307 7 101
308 7 103
309 7 167
310 7 114
311 8 128
312 8 171
313 8 6
314 8 193
315 8 137
316 8 141
317 8 147
318 8 148
319 8 22
320 8 24
321 8 27
322 8 28
323 8 30
324 8 31
325 8 32
326 8 162
327 8 155
328 8 36
329 8 39
330 8 156
331 8 43
332 8 177
333 8 54
334 8 55
335 8 62
336 8 65
337 8 68
338 8 182
339 8 71
340 8 77
341 8 82
342 8 84
343 8 87
344 8 164
345 8 90
346 8 92
347 8 94
348 8 100
349 8 102
350 8 167
351 8 119
352 8 125
353 9 134
354 9 8
355 9 139
356 9 14
357 9 16
358 9 17
359 9 146
360 9 144
361 9 148
362 9 150
363 9 24
364 9 153
365 9 175
366 9 156
367 9 29
368 9 32
369 9 34
370 9 36
371 9 37
372 9 47
373 9 178
374 9 188
375 9 191
376 9 66
377 9 69
378 9 70
379 9 72
380 9 76
381 9 85
382 9 95
383 9 96
384 9 97
385 9 98
386 9 102
387 9 105
388 9 106
389 9 111
390 9 112
391 9 113
392 9 114
393 9 147
394 9 120
395 9 122
396 10 192
397 10 134
398 10 9
399 10 11
400 10 13
401 10 145
402 10 147
403 10 20
404 10 150
405 10 24
406 10 25
407 10 29
408 10 160
409 10 34
410 10 163
411 10 37
412 10 38
413 10 46
414 10 47
415 10 49
416 10 183
417 10 56
418 10 64
419 10 67
420 10 68
421 10 69
422 10 75
423 10 76
424 10 77
425 10 88
426 10 90
427 10 92
428 10 103
429 10 104
430 10 110
431 10 113
432 10 115
433 10 116
434 10 118
435 10 120
436 10 121
437 10 122
438 10 123
439 11 128
440 11 137
441 11 142
442 11 20
443 11 149
444 11 154
445 11 155
446 11 157
447 11 35
448 11 36
449 11 163
450 11 168
451 11 42
452 11 44
453 11 181
454 11 189
455 11 190
456 11 63
457 11 68
458 11 198
459 11 77
460 11 78
461 11 81
462 11 82
463 11 83
464 11 87
465 11 89
466 11 165
467 11 96
468 11 99
469 11 108
470 11 110
471 11 113
472 11 191
473 11 124
474 11 125
475 12 4
476 12 134
477 12 8
478 12 138
479 12 139
480 12 13
481 12 14
482 12 15
483 12 16
484 12 20
485 12 151
486 12 24
487 12 30
488 12 164
489 12 168
490 12 171
491 12 172
492 12 158
493 12 54
494 12 184
495 12 185
496 12 186
497 12 59
498 12 66
499 12 67
500 12 196
501 12 194
502 12 73
503 12 84
504 12 142
505 12 89
506 12 92
507 12 96
508 12 97
509 12 103
510 12 106
511 12 120
512 12 123
513 13 2
514 13 4
515 13 133
516 13 130
517 13 143
518 13 144
519 13 146
520 13 22
521 13 25
522 13 26
523 13 27
524 13 30
525 13 31
526 13 162
527 13 155
528 13 36
529 13 177
530 13 42
531 13 172
532 13 45
533 13 47
534 13 49
535 13 50
536 13 52
537 13 158
538 13 54
539 13 183
540 13 188
541 13 62
542 13 64
543 13 193
544 13 66
545 13 69
546 13 198
547 13 72
548 13 175
549 13 80
550 13 81
551 13 83
552 13 90
553 13 94
554 13 97
555 13 99
556 13 112
557 13 118
558 14 0
559 14 1
560 14 2
561 14 4
562 14 8
563 14 10
564 14 139
565 14 12
566 14 194
567 14 143
568 14 17
569 14 23
570 14 27
571 14 157
572 14 30
573 14 197
574 14 162
575 14 155
576 14 177
577 14 44
578 14 45
579 14 175
580 14 136
581 14 178
582 14 179
583 14 158
584 14 57
585 14 58
586 14 59
587 14 60
588 14 192
589 14 190
590 14 64
591 14 66
592 14 69
593 14 76
594 14 81
595 14 185
596 14 98
597 14 108
598 14 110
599 14 116
600 14 121
601 14 125
602 15 128
603 15 131
604 15 133
605 15 7
606 15 8
607 15 139
608 15 13
609 15 142
610 15 16
611 15 18
612 15 155
613 15 164
614 15 38
615 15 41
616 15 171
617 15 173
618 15 174
619 15 175
620 15 51
621 15 183
622 15 188
623 15 62
624 15 195
625 15 68
626 15 76
627 15 85
628 15 87
629 15 90
630 15 93
631 15 94
632 15 95
633 15 144
634 15 101
635 15 108
636 15 111
637 15 117
638 15 120
639 15 121
640 16 129
641 16 130
642 16 171
643 16 137
644 16 13
645 16 15
646 16 146
647 16 150
648 16 31
649 16 33
650 16 35
651 16 36
652 16 37
653 16 43
654 16 45
655 16 49
656 16 52
657 16 57
658 16 59
659 16 61
660 16 191
661 16 193
662 16 67
663 16 77
664 16 141
665 16 92
666 16 98
667 16 102
668 16 105
669 16 108
670 16 110
671 16 112
672 16 114
673 16 122
674 16 123
675 16 126
676 17 2
677 17 6
678 17 136
679 17 140
680 17 13
681 17 15
682 17 20
683 17 153
684 17 25
685 17 156
686 17 32
687 17 161
688 17 36
689 17 165
690 17 167
691 17 40
692 17 41
693 17 45
694 17 175
695 17 176
696 17 50
697 17 51
698 17 180
699 17 54
700 17 55
701 17 65
702 17 67
703 17 68
704 17 69
705 17 183
706 17 88
707 17 164
708 17 143
709 17 92
710 17 94
711 17 95
712 17 96
713 17 98
714 17 100
715 17 103
716 17 109
717 17 119
718 17 148
719 17 122
720 17 125
721 18 1
722 18 7
723 18 8
724 18 9
725 18 140
726 18 141
727 18 14
728 18 143
729 18 20
730 18 151
731 18 152
732 18 153
733 18 33
734 18 34
735 18 163
736 18 167
737 18 42
738 18 44
739 18 45
740 18 174
741 18 52
742 18 55
743 18 61
744 18 190
745 18 63
746 18 64
747 18 193
748 18 73
749 18 74
750 18 79
751 18 80
752 18 81
753 18 89
754 18 91
755 18 94
756 18 102
757 18 106
758 18 191
759 18 125
760 18 126
761 19 0
762 19 171
763 19 4
764 19 5
765 19 172
766 19 138
767 19 139
768 19 12
769 19 142
770 19 17
771 19 146
772 19 152
773 19 26
774 19 27
775 19 35
776 19 37
777 19 39
778 19 43
779 19 44
780 19 45
781 19 174
782 19 48
783 19 181
784 19 182
785 19 56
786 19 185
787 19 59
788 19 64
789 19 193
790 19 196
791 19 69
792 19 72
793 19 73
794 19 79
795 19 81
796 19 82
797 19 84
798 19 87
799 19 94
800 19 165
801 19 105
802 19 167
803 19 119
804 19 123
805 19 125
806 20 1
807 20 3
808 20 193
809 20 12
810 20 13
811 20 144
812 20 17
813 20 19
814 20 148
815 20 150
816 20 28
817 20 158
818 20 159
819 20 37
820 20 166
821 20 168
822 20 169
823 20 171
824 20 44
825 20 178
826 20 54
827 20 188
828 20 62
829 20 191
830 20 64
831 20 65
832 20 66
833 20 195
834 20 196
835 20 140
836 20 74
837 20 141
838 20 88
839 20 90
840 20 91
841 20 94
842 20 97
843 20 98
844 20 100
845 20 104
846 20 109
847 20 110
848 20 112
849 20 131
850 20 122
851 21 1
852 21 2
853 21 132
854 21 5
855 21 6
856 21 7
857 21 136
858 21 140
859 21 130
860 21 14
861 21 17
862 21 23
863 21 24
864 21 25
865 21 155
866 21 156
867 21 163
868 21 164
869 21 165
870 21 166
871 21 168
872 21 41
873 21 170
874 21 43
875 21 45
876 21 51
877 21 190
878 21 191
879 21 198
880 21 71
881 21 76
882 21 77
883 21 83
884 21 86
885 21 90
886 21 92
887 21 94
888 21 95
889 21 98
890 21 102
891 21 104
892 21 105
893 21 107
894 21 108
895 21 110
896 21 111
897 21 115
898 21 118
899 21 124
900 22 2
901 22 6
902 22 135
903 22 137
904 22 10
905 22 144
906 22 18
907 22 147
908 22 151
909 22 152
910 22 153
911 22 26
912 22 156
913 22 29
914 22 161
915 22 42
916 22 44
917 22 173
918 22 48
919 22 180
920 22 181
921 22 182
922 22 59
923 22 65
924 22 66
925 22 75
926 22 83
927 22 92
928 22 97
929 22 105
930 22 117
931 22 120
932 23 128
933 23 1
934 23 7
935 23 137
936 23 175
937 23 158
938 23 16
939 23 19
940 23 155
941 23 28
942 23 30
943 23 159
944 23 34
945 23 36
946 23 39
947 23 41
948 23 135
949 23 174
950 23 47
951 23 48
952 23 179
953 23 52
954 23 53
955 23 190
956 23 194
957 23 68
958 23 72
959 23 80
960 23 93
961 23 167
962 23 112
963 23 115
964 23 116
965 23 169
966 23 121
967 24 2
968 24 6
969 24 12
970 24 16
971 24 22
972 24 155
973 24 30
974 24 159
975 24 34
976 24 163
977 24 36
978 24 39
979 24 168
980 24 41
981 24 45
982 24 46
983 24 176
984 24 178
985 24 182
986 24 55
987 24 58
988 24 187
989 24 191
990 24 193
991 24 195
992 24 78
993 24 79
994 24 84
995 24 85
996 24 91
997 24 186
998 24 144
999 24 99
1000 24 105
1001 24 110
1002 24 114
1003 24 116
1004 24 118
1005 24 122
1006 24 124
1007 25 0
1008 25 192
1009 25 131
1010 25 5
1011 25 8
1012 25 137
1013 25 138
1014 25 16
1015 25 145
1016 25 18
1017 25 150
1018 25 151
1019 25 27
1020 25 28
1021 25 158
1022 25 32
1023 25 161
1024 25 164
1025 25 170
1026 25 172
1027 25 46
1028 25 175
1029 25 180
1030 25 54
1031 25 184
1032 25 185
1033 25 59
1034 25 189
1035 25 64
1036 25 194
1037 25 197
1038 25 198
1039 25 71
1040 25 80
1041 25 86
1042 25 88
1043 25 94
1044 25 144
1045 25 102
1046 25 109
1047 25 114
1048 25 121
1049 25 124
1050 26 131
1051 26 5
1052 26 9
1053 26 139
1054 26 15
1055 26 18
1056 26 32
1057 26 35
1058 26 36
1059 26 37
1060 26 167
1061 26 40
1062 26 47
1063 26 48
1064 26 177
1065 26 178
1066 26 182
1067 26 56
1068 26 59
1069 26 188
1070 26 64
1071 26 198
1072 26 68
1073 26 197
1074 26 70
1075 26 71
1076 26 73
1077 26 80
1078 26 81
1079 26 84
1080 26 86
1081 26 187
1082 26 101
1083 26 104
1084 26 110
1085 26 168
1086 26 117
1087 26 120
1088 27 128
1089 27 5
1090 27 134
1091 27 184
1092 27 9
1093 27 10
1094 27 140
1095 27 16
1096 27 145
1097 27 148
1098 27 21
1099 27 22
1100 27 23
1101 27 154
1102 27 155
1103 27 150
1104 27 31
1105 27 36
1106 27 168
1107 27 41
1108 27 171
1109 27 44
1110 27 47
1111 27 50
1112 27 52
1113 27 53
1114 27 54
1115 27 56
1116 27 159
1117 27 192
1118 27 193
1119 27 68
1120 27 69
1121 27 199
1122 27 81
1123 27 84
1124 27 88
1125 27 164
1126 27 182
1127 27 97
1128 27 144
1129 27 108
1130 27 110
1131 27 116
1132 27 117
1133 27 124
1134 27 125
1135 28 1
1136 28 3
1137 28 132
1138 28 7
1139 28 136
1140 28 9
1141 28 173
1142 28 16
1143 28 147
1144 28 148
1145 28 149
1146 28 175
1147 28 29
1148 28 158
1149 28 32
1150 28 165
1151 28 40
1152 28 43
1153 28 45
1154 28 157
1155 28 49
1156 28 182
1157 28 183
1158 28 184
1159 28 57
1160 28 191
1161 28 65
1162 28 68
1163 28 197
1164 28 71
1165 28 73
1166 28 77
1167 28 78
1168 28 79
1169 28 82
1170 28 84
1171 28 89
1172 28 135
1173 28 96
1174 28 99
1175 28 104
1176 28 106
1177 28 107
1178 28 110
1179 28 121
1180 28 125
1181 28 127
1182 29 2
1183 29 131
1184 29 138
1185 29 139
1186 29 12
1187 29 13
1188 29 142
1189 29 18
1190 29 19
1191 29 20
1192 29 24
1193 29 26
1194 29 155
1195 29 154
1196 29 31
1197 29 162
1198 29 35
1199 29 36
1200 29 39
1201 29 169
1202 29 171
1203 29 172
1204 29 185
1205 29 192
1206 29 66
1207 29 69
1208 29 72
1209 29 85
1210 29 86
1211 29 88
1212 29 91
1213 29 96
1214 29 109
1215 29 116
1216 30 131
1217 30 6
1218 30 135
1219 30 8
1220 30 138
1221 30 19
1222 30 20
1223 30 23
1224 30 152
1225 30 157
1226 30 32
1227 30 176
1228 30 162
1229 30 37
1230 30 40
1231 30 47
1232 30 48
1233 30 182
1234 30 55
1235 30 58
1236 30 60
1237 30 160
1238 30 66
1239 30 197
1240 30 73
1241 30 74
1242 30 80
1243 30 86
1244 30 88
1245 30 89
1246 30 91
1247 30 165
1248 30 97
1249 30 104
1250 30 112
1251 30 168
1252 30 114
1253 30 115
1254 30 117
1255 30 118
1256 30 119
1257 30 123
1258 30 126
1259 31 131
1260 31 7
1261 31 8
1262 31 137
1263 31 139
1264 31 140
1265 31 142
1266 31 143
1267 31 17
1268 31 146
1269 31 19
1270 31 20
1271 31 21
1272 31 23
1273 31 152
1274 31 26
1275 31 27
1276 31 28
1277 31 157
1278 31 159
1279 31 164
1280 31 37
1281 31 167
1282 31 41
1283 31 42
1284 31 199
1285 31 45
1286 31 177
1287 31 178
1288 31 57
1289 31 187
1290 31 61
1291 31 190
1292 31 191
1293 31 64
1294 31 193
1295 31 66
1296 31 198
1297 31 71
1298 31 75
1299 31 77
1300 31 78
1301 31 79
1302 31 82
1303 31 83
1304 31 86
1305 31 185
1306 31 89
1307 31 97
1308 31 109
1309 31 110
1310 31 113
1311 31 121
1312 31 149
1313 32 129
1314 32 4
1315 32 5
1316 32 135
1317 32 151
1318 32 16
1319 32 145
1320 32 19
1321 32 23
1322 32 25
1323 32 28
1324 32 33
1325 32 34
1326 32 37
1327 32 39
1328 32 42
1329 32 172
1330 32 175
1331 32 179
1332 32 52
1333 32 55
1334 32 57
1335 32 187
1336 32 64
1337 32 193
1338 32 67
1339 32 68
1340 32 72
1341 32 74
1342 32 77
1343 32 85
1344 32 185
1345 32 96
1346 32 98
1347 32 99
1348 32 104
1349 32 111
1350 32 124
1351 32 127
1352 33 131
1353 33 134
1354 33 11
1355 33 14
1356 33 19
1357 33 148
1358 33 22
1359 33 23
1360 33 153
1361 33 156
1362 33 34
1363 33 36
1364 33 38
1365 33 169
1366 33 47
1367 33 49
1368 33 50
1369 33 53
1370 33 58
1371 33 61
1372 33 191
1373 33 198
1374 33 71
1375 33 73
1376 33 74
1377 33 89
1378 33 93
1379 33 125
1380 34 133
1381 34 135
1382 34 11
1383 34 142
1384 34 18
1385 34 21
1386 34 155
1387 34 29
1388 34 30
1389 34 159
1390 34 160
1391 34 35
1392 34 36
1393 34 165
1394 34 42
1395 34 43
1396 34 172
1397 34 46
1398 34 157
1399 34 177
1400 34 52
1401 34 56
1402 34 180
1403 34 186
1404 34 61
1405 34 193
1406 34 67
1407 34 68
1408 34 197
1409 34 75
1410 34 77
1411 34 98
1412 34 101
1413 34 102
1414 34 104
1415 34 105
1416 34 106
1417 34 107
1418 34 108
1419 34 189
1420 34 112
1421 34 116
1422 34 118
1423 34 119
1424 34 170
1425 34 127
1426 35 5
1427 35 6
1428 35 7
1429 35 9
1430 35 175
1431 35 143
1432 35 17
1433 35 195
1434 35 148
1435 35 23
1436 35 25
1437 35 27
1438 35 29
1439 35 159
1440 35 34
1441 35 164
1442 35 134
1443 35 166
1444 35 40
1445 35 42
1446 35 43
1447 35 45
1448 35 157
1449 35 176
1450 35 50
1451 35 180
1452 35 181
1453 35 137
1454 35 57
1455 35 60
1456 35 64
1457 35 65
1458 35 67
1459 35 74
1460 35 77
1461 35 79
1462 35 173
1463 35 91
1464 35 135
1465 35 165
1466 35 104
1467 35 110
1468 35 115
1469 35 116
1470 35 170
1471 35 120
1472 35 121
1473 35 125
1474 36 192
1475 36 2
1476 36 3
1477 36 7
1478 36 158
1479 36 17
1480 36 131
1481 36 196
1482 36 157
1483 36 30
1484 36 159
1485 36 160
1486 36 161
1487 36 34
1488 36 163
1489 36 164
1490 36 44
1491 36 178
1492 36 53
1493 36 55
1494 36 185
1495 36 61
1496 36 62
1497 36 64
1498 36 65
1499 36 68
1500 36 197
1501 36 74
1502 36 79
1503 36 80
1504 36 84
1505 36 85
1506 36 88
1507 36 92
1508 36 94
1509 36 95
1510 36 105
1511 36 114
1512 36 116
1513 36 122
1514 36 125
1515 37 128
1516 37 145
1517 37 138
1518 37 11
1519 37 144
1520 37 17
1521 37 18
1522 37 147
1523 37 20
1524 37 21
1525 37 24
1526 37 156
1527 37 30
1528 37 31
1529 37 161
1530 37 35
1531 37 36
1532 37 146
1533 37 39
1534 37 178
1535 37 181
1536 37 54
1537 37 188
1538 37 61
1539 37 190
1540 37 65
1541 37 66
1542 37 197
1543 37 71
1544 37 163
1545 37 87
1546 37 88
1547 37 95
1548 37 98
1549 37 101
1550 37 103
1551 37 109
1552 37 110
1553 37 111
1554 37 114
1555 37 121
1556 37 122
1557 37 127
1558 38 5
1559 38 138
1560 38 140
1561 38 143
1562 38 144
1563 38 18
1564 38 20
1565 38 22
1566 38 152
1567 38 159
1568 38 40
1569 38 41
1570 38 199
1571 38 173
1572 38 184
1573 38 187
1574 38 64
1575 38 71
1576 38 74
1577 38 82
1578 38 85
1579 38 100
1580 38 102
1581 38 110
1582 38 113
1583 38 119
1584 39 133
1585 39 7
1586 39 9
1587 39 10
1588 39 140
1589 39 13
1590 39 15
1591 39 18
1592 39 195
1593 39 22
1594 39 33
1595 39 34
1596 39 165
1597 39 146
1598 39 40
1599 39 41
1600 39 42
1601 39 43
1602 39 172
1603 39 46
1604 39 178
1605 39 180
1606 39 183
1607 39 188
1608 39 138
1609 39 63
1610 39 67
1611 39 196
1612 39 161
1613 39 73
1614 39 76
1615 39 162
1616 39 82
1617 39 87
1618 39 135
1619 39 96
1620 39 100
1621 39 101
1622 39 109
1623 39 110
1624 39 115
1625 39 116
1626 40 128
1627 40 1
1628 40 2
1629 40 131
1630 40 5
1631 40 6
1632 40 7
1633 40 10
1634 40 13
1635 40 16
1636 40 149
1637 40 28
1638 40 133
1639 40 32
1640 40 197
1641 40 164
1642 40 42
1643 40 135
1644 40 174
1645 40 176
1646 40 49
1647 40 51
1648 40 59
1649 40 61
1650 40 192
1651 40 193
1652 40 69
1653 40 71
1654 40 73
1655 40 75
1656 40 77
1657 40 187
1658 40 107
1659 40 108
1660 40 116
1661 40 120
1662 40 123
1663 40 124
1664 40 127
1665 41 131
1666 41 132
1667 41 8
1668 41 138
1669 41 11
1670 41 142
1671 41 147
1672 41 151
1673 41 154
1674 41 155
1675 41 33
1676 41 38
1677 41 39
1678 41 42
1679 41 52
1680 41 182
1681 41 56
1682 41 57
1683 41 186
1684 41 139
1685 41 70
1686 41 75
1687 41 77
1688 41 78
1689 41 81
1690 41 83
1691 41 88
1692 41 95
1693 41 195
1694 41 104
1695 41 109
1696 41 116
1697 41 123
1698 41 127
1699 42 1
1700 42 130
1701 42 3
1702 42 129
1703 42 136
1704 42 10
1705 42 139
1706 42 140
1707 42 141
1708 42 144
1709 42 18
1710 42 23
1711 42 25
1712 42 154
1713 42 155
1714 42 159
1715 42 160
1716 42 34
1717 42 165
1718 42 197
1719 42 174
1720 42 53
1721 42 188
1722 42 66
1723 42 69
1724 42 194
1725 42 83
1726 42 86
1727 42 97
1728 42 108
1729 42 116
1730 42 117
1731 42 118
1732 42 119
1733 42 126
1734 43 130
1735 43 131
1736 43 132
1737 43 7
1738 43 15
1739 43 17
1740 43 147
1741 43 21
1742 43 22
1743 43 152
1744 43 154
1745 43 175
1746 43 28
1747 43 29
1748 43 31
1749 43 160
1750 43 33
1751 43 34
1752 43 36
1753 43 167
1754 43 40
1755 43 42
1756 43 44
1757 43 157
1758 43 50
1759 43 182
1760 43 183
1761 43 184
1762 43 186
1763 43 59
1764 43 61
1765 43 62
1766 43 65
1767 43 194
1768 43 68
1769 43 71
1770 43 162
1771 43 159
1772 43 83
1773 43 143
1774 43 92
1775 43 93
1776 43 94
1777 43 99
1778 43 104
1779 43 105
1780 43 106
1781 43 107
1782 43 112
1783 43 120
1784 43 121
1785 43 149
1786 44 0
1787 44 128
1788 44 132
1789 44 131
1790 44 4
1791 44 10
1792 44 140
1793 44 146
1794 44 147
1795 44 22
1796 44 152
1797 44 25
1798 44 26
1799 44 155
1800 44 28
1801 44 157
1802 44 32
1803 44 33
1804 44 162
1805 44 36
1806 44 40
1807 44 169
1808 44 171
1809 44 54
1810 44 55
1811 44 59
1812 44 61
1813 44 182
1814 44 198
1815 44 199
1816 44 80
1817 44 89
1818 44 92
1819 44 187
1820 44 100
1821 44 110
1822 44 168
1823 44 118
1824 44 122
1825 45 0
1826 45 1
1827 45 130
1828 45 4
1829 45 135
1830 45 8
1831 45 10
1832 45 12
1833 45 13
1834 45 14
1835 45 143
1836 45 16
1837 45 17
1838 45 19
1839 45 153
1840 45 132
1841 45 31
1842 45 32
1843 45 37
1844 45 39
1845 45 41
1846 45 171
1847 45 178
1848 45 50
1849 45 54
1850 45 56
1851 45 192
1852 45 67
1853 45 71
1854 45 75
1855 45 145
1856 45 82
1857 45 84
1858 45 144
1859 45 103
1860 45 105
1861 45 107
1862 45 114
1863 45 147
1864 46 132
1865 46 5
1866 46 136
1867 46 14
1868 46 15
1869 46 16
1870 46 17
1871 46 19
1872 46 150
1873 46 24
1874 46 154
1875 46 28
1876 46 160
1877 46 37
1878 46 38
1879 46 39
1880 46 41
1881 46 42
1882 46 171
1883 46 44
1884 46 174
1885 46 47
1886 46 176
1887 46 181
1888 46 55
1889 46 184
1890 46 58
1891 46 59
1892 46 193
1893 46 69
1894 46 72
1895 46 75
1896 46 76
1897 46 156
1898 46 83
1899 46 142
1900 46 92
1901 46 94
1902 46 96
1903 46 100
1904 46 166
1905 46 103
1906 46 105
1907 46 118
1908 46 120
1909 46 121
1910 46 170
1911 46 126
1912 47 128
1913 47 3
1914 47 5
1915 47 138
1916 47 144
1917 47 147
1918 47 171
1919 47 151
1920 47 153
1921 47 27
1922 47 159
1923 47 160
1924 47 164
1925 47 165
1926 47 38
1927 47 40
1928 47 170
1929 47 43
1930 47 44
1931 47 51
1932 47 52
1933 47 184
1934 47 57
1935 47 58
1936 47 188
1937 47 189
1938 47 63
1939 47 70
1940 47 74
1941 47 75
1942 47 87
1943 47 90
1944 47 92
1945 47 101
1946 47 105
1947 47 106
1948 47 168
1949 47 115
1950 47 116
1951 47 124
1952 48 16
1953 48 26
1954 48 158
1955 48 31
1956 48 160
1957 48 35
1958 48 38
1959 48 41
1960 48 171
1961 48 44
1962 48 47
1963 48 50
1964 48 182
1965 48 187
1966 48 61
1967 48 62
1968 48 65
1969 48 67
1970 48 198
1971 48 71
1972 48 83
1973 48 86
1974 48 88
1975 48 91
1976 48 94
1977 48 144
1978 48 104
1979 48 106
1980 48 108
1981 48 109
1982 48 119
1983 48 126
1984 49 4
1985 49 133
1986 49 6
1987 49 8
1988 49 137
1989 49 138
1990 49 141
1991 49 14
1992 49 145
1993 49 146
1994 49 195
1995 49 21
1996 49 23
1997 49 152
1998 49 25
1999 49 26
2000 49 156
2001 49 31
2002 49 33
2003 49 163
2004 49 177
2005 49 173
2006 49 46
2007 49 136
2008 49 180
2009 49 54
2010 49 58
2011 49 59
2012 49 60
2013 49 64
2014 49 65
2015 49 194
2016 49 67
2017 49 71
2018 49 83
2019 49 90
2020 49 94
2021 49 97
2022 49 98
2023 49 99
2024 49 102
2025 49 104
2026 49 110
2027 49 114
2028 49 116
2029 49 117
2030 49 118
2031 49 153
2032 49 126
2033 50 128
2034 50 192
2035 50 12
2036 50 141
2037 50 173
2038 50 16
2039 50 22
2040 50 151
2041 50 24
2042 50 26
2043 50 175
2044 50 29
2045 50 160
2046 50 176
2047 50 34
2048 50 37
2049 50 177
2050 50 41
2051 50 45
2052 50 46
2053 50 157
2054 50 48
2055 50 49
2056 50 178
2057 50 189
2058 50 190
2059 50 64
2060 50 65
2061 50 66
2062 50 70
2063 50 199
2064 50 77
2065 50 80
2066 50 85
2067 50 87
2068 50 97
2069 50 98
2070 50 102
2071 50 103
2072 50 112
2073 50 115
2074 50 116
2075 50 126
2076 51 0
2077 51 129
2078 51 3
2079 51 10
2080 51 16
2081 51 17
2082 51 131
2083 51 23
2084 51 153
2085 51 28
2086 51 157
2087 51 158
2088 51 32
2089 51 165
2090 51 167
2091 51 168
2092 51 46
2093 51 47
2094 51 177
2095 51 50
2096 51 186
2097 51 60
2098 51 191
2099 51 65
2100 51 194
2101 51 195
2102 51 196
2103 51 73
2104 51 82
2105 51 83
2106 51 84
2107 51 85
2108 51 90
2109 51 94
2110 51 96
2111 51 101
2112 51 106
2113 51 110
2114 51 113
2115 51 117
2116 51 118
2117 51 121
2118 51 125
2119 52 0
2120 52 1
2121 52 136
2122 52 139
2123 52 20
2124 52 23
2125 52 30
2126 52 161
2127 52 38
2128 52 173
2129 52 174
2130 52 176
2131 52 177
2132 52 179
2133 52 56
2134 52 187
2135 52 61
2136 52 63
2137 52 66
2138 52 67
2139 52 68
